transaction_id,user_id,timestamp,amount,merchant,category,device,ip_address,is_fraud
TXN0001720,U00761,2025-12-04 10:10:11.121256,26.87,LocalStore,fashion,tablet,192.168.109.155,0
TXN0001721,U00056,2025-12-05 14:23:46.121256,22.28,Amazon,entertainment,mobile,192.168.158.6,0
TXN0001722,U00186,2025-12-10 15:42:25.121256,15.35,BigMart,utilities,tablet,192.168.167.234,0
TXN0001723,U00617,2025-12-02 11:11:12.121256,48.91,BigMart,entertainment,tablet,192.168.146.127,0
TXN0001724,U00110,2025-11-24 10:57:48.121256,8.52,LocalStore,grocery,mobile,192.168.140.0,0
TXN0001725,U00391,2025-12-22 00:32:42.121256,99.25,Walmart,grocery,desktop,192.168.110.97,0
TXN0001726,U00760,2025-12-12 13:00:57.121256,5.15,Flipkart,utilities,tablet,192.168.11.152,0
TXN0001727,U00123,2025-12-09 02:33:43.121256,61.97,Flipkart,utilities,mobile,192.168.61.15,0
TXN0001728,U00488,2025-12-02 22:03:00.121256,457.03,Walmart,grocery,tablet,192.168.120.233,0
TXN0001729,U00594,2025-12-21 12:07:06.121256,144.55,Flipkart,grocery,tablet,192.168.245.32,0
TXN0001730,U00157,2025-12-04 21:41:43.121256,76.41,BigMart,utilities,mobile,192.168.19.254,0
TXN0001731,U00477,2025-12-14 11:09:25.121256,34.25,Walmart,entertainment,mobile,192.168.32.143,0
TXN0001732,U00737,2025-12-17 16:55:22.121256,83.23,Flipkart,grocery,tablet,192.168.139.96,0
TXN0001733,U00459,2025-11-24 12:55:05.121256,59.9,LocalStore,utilities,tablet,192.168.250.118,0
TXN0001734,U00761,2025-11-26 17:45:00.121256,54.42,Flipkart,grocery,tablet,192.168.188.233,0
TXN0001735,U00558,2025-12-02 09:35:57.121256,21.21,ElectroShop,fashion,tablet,192.168.74.164,0
TXN0001736,U00356,2025-12-14 04:50:21.121256,179.15,LocalStore,utilities,desktop,192.168.239.177,0
TXN0001737,U00152,2025-12-18 10:47:41.121256,67.8,Flipkart,utilities,mobile,192.168.129.70,0
TXN0001738,U00368,2025-12-17 02:13:27.121256,37.32,LocalStore,electronics,mobile,192.168.175.74,0
TXN0001739,U00554,2025-12-02 04:23:42.121256,41.68,Amazon,utilities,mobile,192.168.214.57,0
TXN0001740,U00558,2025-11-26 11:33:23.121256,42.77,LocalStore,grocery,desktop,192.168.84.116,0
TXN0001741,U00343,2025-12-18 04:35:02.121256,140.61,Flipkart,fashion,tablet,192.168.202.201,0
TXN0001742,U00360,2025-12-14 06:00:02.121256,105.82,Amazon,utilities,mobile,192.168.96.0,0
TXN0001743,U00517,2025-11-29 16:14:42.121256,137.33,Amazon,grocery,tablet,192.168.156.123,0
TXN0001744,U00311,2025-12-04 14:26:06.121256,0.89,Amazon,grocery,mobile,192.168.15.151,0
TXN0001745,U00191,2025-11-27 21:45:38.121256,43.05,Flipkart,utilities,mobile,192.168.216.183,0
TXN0001746,U00011,2025-12-23 10:51:24.121256,62.52,Flipkart,utilities,desktop,192.168.106.155,0
TXN0001747,U00604,2025-12-17 16:04:13.121256,1.55,ElectroShop,utilities,mobile,192.168.255.163,0
TXN0001748,U00262,2025-12-17 10:25:44.121256,44.07,LocalStore,grocery,desktop,192.168.179.251,0
TXN0001749,U00390,2025-11-26 07:42:13.121256,134.27,Walmart,utilities,desktop,192.168.47.42,0
TXN0001750,U00733,2025-11-29 00:10:21.121256,31.8,BigMart,fashion,mobile,192.168.240.17,0
TXN0001751,U00566,2025-12-16 08:19:58.121256,66.31,LocalStore,utilities,mobile,192.168.5.65,0
TXN0001752,U00692,2025-11-25 19:32:42.121256,39.39,Walmart,entertainment,mobile,192.168.237.140,0
TXN0001753,U00398,2025-12-20 10:44:26.121256,0.98,Flipkart,entertainment,mobile,192.168.251.89,0
TXN0001754,U00301,2025-12-02 08:15:39.121256,22.08,Flipkart,entertainment,desktop,192.168.218.56,0
TXN0001755,U00079,2025-12-04 02:38:35.121256,317.96,BigMart,electronics,mobile,192.168.198.90,0
TXN0001756,U00045,2025-12-09 02:49:33.121256,134.37,Amazon,fashion,tablet,192.168.252.117,0
TXN0001757,U00718,2025-11-30 01:54:07.121256,256.67,Amazon,electronics,mobile,192.168.12.224,0
TXN0001758,U00716,2025-12-15 07:36:12.121256,53.53,ElectroShop,entertainment,tablet,192.168.188.54,0
TXN0001759,U00035,2025-12-07 23:35:33.121256,29.3,LocalStore,utilities,mobile,192.168.33.44,0
TXN0001760,U00681,2025-12-11 19:19:54.121256,83.52,BigMart,entertainment,mobile,192.168.70.61,1
TXN0001761,U00089,2025-12-22 03:14:10.121256,53.47,ElectroShop,electronics,desktop,192.168.191.134,0
TXN0001762,U00673,2025-12-03 10:46:59.121256,168.82,Walmart,entertainment,mobile,192.168.118.103,0
TXN0001763,U00137,2025-12-13 09:51:28.121256,8.26,Flipkart,grocery,tablet,192.168.6.57,0
TXN0001764,U00273,2025-12-22 20:53:23.121256,53.59,Flipkart,electronics,desktop,192.168.124.245,0
TXN0001765,U00194,2025-12-17 11:46:58.121256,33.01,BigMart,electronics,mobile,192.168.88.198,0
TXN0001766,U00643,2025-12-20 17:25:41.121256,31.41,Amazon,electronics,tablet,192.168.74.34,0
TXN0001767,U00075,2025-12-21 22:16:09.121256,111.96,Amazon,utilities,tablet,192.168.185.115,0
TXN0001768,U00417,2025-11-27 08:10:19.121256,71.7,Walmart,fashion,desktop,192.168.14.98,0
TXN0001769,U00383,2025-12-13 09:56:07.121256,57.71,LocalStore,electronics,tablet,192.168.65.245,0
TXN0001770,U00522,2025-12-14 04:17:31.121256,45.13,Amazon,entertainment,tablet,192.168.147.254,0
TXN0001771,U00444,2025-12-23 13:29:27.121256,49.21,BigMart,grocery,tablet,192.168.43.74,0
TXN0001772,U00041,2025-12-12 09:10:16.121256,132.98,BigMart,fashion,desktop,192.168.174.155,0
TXN0001773,U00620,2025-12-10 07:43:58.121256,188.11,BigMart,entertainment,desktop,192.168.197.70,0
TXN0001774,U00094,2025-12-18 05:09:41.121256,258.68,LocalStore,entertainment,tablet,192.168.32.128,0
TXN0001775,U00278,2025-12-08 11:17:44.121256,128.68,Flipkart,fashion,mobile,192.168.97.178,0
TXN0001776,U00197,2025-12-10 16:56:58.121256,50.31,Flipkart,fashion,tablet,192.168.217.96,0
TXN0001777,U00143,2025-12-08 18:21:56.121256,98.21,ElectroShop,fashion,tablet,192.168.164.104,0
TXN0001778,U00596,2025-12-19 16:37:23.121256,51.04,Walmart,fashion,tablet,192.168.126.105,0
TXN0001779,U00649,2025-12-10 19:42:54.121256,28.51,ElectroShop,utilities,desktop,192.168.125.200,0
TXN0001780,U00278,2025-12-22 00:38:12.121256,167.04,LocalStore,fashion,mobile,192.168.130.36,0
TXN0001781,U00386,2025-12-21 04:14:26.121256,23.13,Walmart,grocery,mobile,192.168.130.253,0
TXN0001782,U00564,2025-12-22 18:34:20.121256,195.63,LocalStore,entertainment,desktop,192.168.101.136,0
TXN0001783,U00438,2025-12-18 05:01:34.121256,49.51,BigMart,utilities,desktop,192.168.160.61,0
TXN0001784,U00126,2025-12-11 23:38:01.121256,81.11,Walmart,grocery,desktop,192.168.55.137,0
TXN0001785,U00099,2025-12-14 23:47:10.121256,91.15,Walmart,entertainment,mobile,192.168.5.57,0
TXN0001786,U00640,2025-12-07 21:34:44.121256,190.39,BigMart,electronics,mobile,192.168.112.136,0
TXN0001787,U00363,2025-12-05 22:01:48.121256,86.0,Walmart,entertainment,tablet,192.168.162.112,0
TXN0001788,U00393,2025-12-04 07:19:28.121256,76.14,Amazon,grocery,tablet,192.168.138.248,0
TXN0001789,U00253,2025-12-14 04:08:27.121256,10.52,Amazon,utilities,tablet,192.168.84.88,0
TXN0001790,U00287,2025-11-29 15:45:46.121256,58.45,Amazon,fashion,desktop,192.168.197.228,0
TXN0001791,U00103,2025-11-28 10:10:53.121256,33.02,ElectroShop,utilities,desktop,192.168.76.196,0
TXN0001792,U00769,2025-12-12 21:34:10.121256,106.98,LocalStore,fashion,mobile,192.168.251.223,0
TXN0001793,U00537,2025-12-11 01:26:36.121256,67.43,Walmart,utilities,tablet,192.168.198.226,0
TXN0001794,U00382,2025-12-01 11:01:15.121256,91.21,LocalStore,utilities,mobile,192.168.206.106,0
TXN0001795,U00362,2025-12-14 02:37:35.121256,13.41,Amazon,fashion,mobile,192.168.194.240,0
TXN0001796,U00703,2025-12-21 18:57:02.121256,12.09,ElectroShop,grocery,desktop,192.168.11.199,0
TXN0001797,U00369,2025-12-12 22:30:40.121256,100.79,BigMart,utilities,tablet,192.168.228.217,0
TXN0001798,U00262,2025-12-11 08:21:55.121256,10.99,Flipkart,fashion,desktop,192.168.245.80,0
TXN0001799,U00600,2025-12-19 13:11:40.121256,10.91,Walmart,utilities,desktop,192.168.24.117,0
TXN0001800,U00163,2025-11-28 22:16:29.121256,0.97,Flipkart,grocery,tablet,192.168.130.231,0
TXN0001801,U00146,2025-12-15 14:30:03.121256,260.8,Amazon,electronics,desktop,192.168.159.85,0
TXN0001802,U00238,2025-11-28 22:09:05.121256,107.0,LocalStore,electronics,desktop,192.168.240.216,0
TXN0001803,U00242,2025-11-25 06:39:58.121256,39.86,LocalStore,grocery,mobile,192.168.51.137,0
TXN0001804,U00184,2025-12-20 08:44:55.121256,28.14,BigMart,entertainment,desktop,192.168.91.78,0
TXN0001805,U00192,2025-12-06 08:50:49.121256,34.43,Flipkart,electronics,desktop,192.168.10.29,0
TXN0001806,U00172,2025-11-26 18:58:24.121256,139.21,Amazon,electronics,mobile,192.168.188.142,0
TXN0001807,U00466,2025-12-02 22:42:24.121256,86.63,ElectroShop,electronics,mobile,192.168.21.34,0
TXN0001808,U00140,2025-11-24 11:18:57.121256,26.38,BigMart,entertainment,desktop,192.168.202.206,0
TXN0001809,U00478,2025-12-19 16:05:28.121256,25.3,LocalStore,entertainment,tablet,192.168.207.128,0
TXN0001810,U00418,2025-12-02 13:05:43.121256,28.29,Amazon,grocery,mobile,192.168.37.188,0
TXN0001811,U00119,2025-12-23 18:49:12.121256,106.38,BigMart,utilities,desktop,192.168.191.12,0
TXN0001812,U00204,2025-11-25 05:20:16.121256,120.64,BigMart,electronics,desktop,192.168.71.154,0
TXN0001813,U00146,2025-11-25 05:43:47.121256,29.64,BigMart,fashion,desktop,192.168.204.238,0
TXN0001814,U00381,2025-12-04 09:07:55.121256,21.69,Amazon,utilities,mobile,192.168.125.74,0
TXN0001815,U00104,2025-12-08 18:50:06.121256,16.86,Walmart,fashion,desktop,192.168.197.221,0
TXN0001816,U00302,2025-12-11 15:59:24.121256,295.01,Walmart,utilities,mobile,192.168.180.169,0
TXN0001817,U00519,2025-12-02 11:59:18.121256,28.02,Walmart,electronics,tablet,192.168.138.30,1
TXN0001818,U00224,2025-12-19 17:45:47.121256,127.3,Walmart,utilities,desktop,192.168.171.235,0
TXN0001819,U00335,2025-12-08 06:36:44.121256,88.39,Walmart,entertainment,tablet,192.168.63.224,0
TXN0001820,U00444,2025-12-19 09:28:06.121256,38.49,ElectroShop,entertainment,tablet,192.168.34.78,0
TXN0001821,U00387,2025-12-10 11:18:11.121256,38.42,ElectroShop,fashion,mobile,192.168.72.100,0
TXN0001822,U00394,2025-12-07 19:55:53.121256,30.35,Amazon,grocery,mobile,192.168.155.6,0
TXN0001823,U00200,2025-12-14 18:05:28.121256,81.36,BigMart,electronics,desktop,192.168.130.107,1
TXN0001824,U00068,2025-12-02 09:00:46.121256,119.2,Flipkart,utilities,mobile,192.168.112.239,0
TXN0001825,U00170,2025-12-18 09:35:47.121256,82.6,Walmart,utilities,desktop,192.168.190.240,0
TXN0001826,U00265,2025-12-22 10:57:08.121256,70.45,ElectroShop,fashion,tablet,192.168.79.142,0
TXN0001827,U00797,2025-12-06 08:26:21.121256,8.43,Walmart,utilities,desktop,192.168.139.168,0
TXN0001828,U00308,2025-12-18 15:52:43.121256,296.59,Walmart,entertainment,desktop,192.168.131.54,0
TXN0001829,U00569,2025-12-05 07:11:25.121256,133.24,Amazon,utilities,mobile,192.168.50.185,0
TXN0001830,U00410,2025-12-14 19:09:29.121256,37.72,Flipkart,grocery,mobile,192.168.83.246,0
TXN0001831,U00679,2025-11-27 15:55:01.121256,322.84,Walmart,utilities,desktop,192.168.221.78,0
TXN0001832,U00032,2025-12-10 15:32:12.121256,83.68,Walmart,fashion,mobile,192.168.249.251,0
TXN0001833,U00406,2025-12-23 00:12:38.121256,74.86,BigMart,utilities,mobile,192.168.146.124,0
TXN0001834,U00169,2025-12-10 18:14:45.121256,115.29,LocalStore,fashion,tablet,192.168.192.42,0
TXN0001835,U00085,2025-11-24 20:32:22.121256,138.61,LocalStore,utilities,desktop,192.168.47.77,0
TXN0001836,U00003,2025-12-17 07:38:43.121256,90.48,Walmart,electronics,desktop,192.168.187.182,0
TXN0001837,U00090,2025-11-26 09:45:08.121256,15.97,Flipkart,fashion,mobile,192.168.19.42,0
TXN0001838,U00630,2025-11-24 10:53:46.121256,38.03,Amazon,utilities,desktop,192.168.55.136,0
TXN0001839,U00631,2025-12-19 23:35:03.121256,210.58,LocalStore,fashion,mobile,192.168.33.236,0
TXN0001840,U00267,2025-12-02 02:01:31.121256,20.35,BigMart,entertainment,mobile,192.168.145.16,0
TXN0001841,U00347,2025-12-02 08:19:53.121256,57.24,BigMart,fashion,tablet,192.168.156.150,0
TXN0001842,U00411,2025-12-14 17:37:04.121256,50.26,Flipkart,fashion,mobile,192.168.123.236,0
TXN0001843,U00159,2025-11-26 05:31:13.121256,46.3,Walmart,entertainment,mobile,192.168.75.55,0
TXN0001844,U00130,2025-12-01 16:37:35.121256,75.93,Flipkart,fashion,tablet,192.168.163.122,0
TXN0001845,U00446,2025-12-14 08:11:36.121256,229.28,ElectroShop,entertainment,tablet,192.168.154.107,0
TXN0001846,U00672,2025-11-26 02:04:12.121256,32.03,Amazon,utilities,mobile,192.168.176.33,1
TXN0001847,U00259,2025-12-13 08:31:02.121256,15.36,BigMart,utilities,tablet,192.168.203.165,0
TXN0001848,U00335,2025-12-14 22:43:10.121256,27.6,LocalStore,electronics,mobile,192.168.84.128,0
TXN0001849,U00499,2025-12-10 16:26:03.121256,179.38,Walmart,electronics,mobile,192.168.253.142,0
TXN0001850,U00739,2025-12-03 04:57:39.121256,103.03,Walmart,grocery,tablet,192.168.184.175,0
TXN0001851,U00382,2025-12-10 19:29:27.121256,26.94,Walmart,utilities,tablet,192.168.103.108,0
TXN0001852,U00697,2025-12-18 22:59:37.121256,145.4,LocalStore,utilities,tablet,192.168.100.222,0
TXN0001853,U00749,2025-11-26 08:34:54.121256,178.08,ElectroShop,entertainment,tablet,192.168.148.233,1
TXN0001854,U00341,2025-11-25 07:31:13.121256,169.93,LocalStore,grocery,desktop,192.168.213.237,0
TXN0001855,U00624,2025-12-22 04:57:25.121256,205.99,Flipkart,entertainment,mobile,192.168.230.135,0
TXN0001856,U00668,2025-11-26 07:44:56.121256,28.25,ElectroShop,entertainment,desktop,192.168.202.135,1
TXN0001857,U00235,2025-11-26 09:53:07.121256,117.53,BigMart,electronics,desktop,192.168.1.220,1
TXN0001858,U00078,2025-12-07 17:27:20.121256,69.37,Walmart,entertainment,tablet,192.168.156.26,0
TXN0001859,U00595,2025-12-04 19:17:38.121256,157.61,Walmart,electronics,desktop,192.168.168.90,0
TXN0001860,U00206,2025-11-25 03:12:19.121256,124.3,Walmart,fashion,tablet,192.168.125.245,1
TXN0001861,U00133,2025-12-06 23:27:53.121256,124.85,ElectroShop,fashion,tablet,192.168.131.212,0
TXN0001862,U00437,2025-12-04 08:26:02.121256,90.41,Flipkart,grocery,desktop,192.168.158.35,0
TXN0001863,U00160,2025-11-30 08:08:12.121256,15.63,Amazon,grocery,desktop,192.168.91.58,0
TXN0001864,U00346,2025-11-30 08:08:05.121256,83.0,LocalStore,grocery,desktop,192.168.142.42,0
TXN0001865,U00095,2025-12-11 14:12:09.121256,339.23,BigMart,electronics,tablet,192.168.128.9,0
TXN0001866,U00636,2025-11-28 15:20:22.121256,221.66,Amazon,electronics,desktop,192.168.82.99,0
TXN0001867,U00776,2025-12-11 12:02:18.121256,3.53,Flipkart,utilities,desktop,192.168.53.206,0
TXN0001868,U00195,2025-12-17 21:52:36.121256,14.41,ElectroShop,electronics,tablet,192.168.253.234,0
TXN0001869,U00658,2025-12-12 08:24:49.121256,16.3,Walmart,grocery,desktop,192.168.96.1,0
TXN0001870,U00018,2025-12-12 12:41:08.121256,113.56,BigMart,grocery,desktop,192.168.237.43,0
TXN0001871,U00099,2025-12-23 07:27:49.121256,136.21,LocalStore,electronics,desktop,192.168.253.174,0
TXN0001872,U00034,2025-12-09 20:03:28.121256,24.21,Flipkart,entertainment,desktop,192.168.150.19,0
TXN0001873,U00057,2025-12-09 00:24:44.121256,61.39,ElectroShop,fashion,desktop,192.168.78.143,0
TXN0001874,U00422,2025-11-28 01:19:37.121256,156.96,Walmart,utilities,desktop,192.168.153.208,1
TXN0001875,U00292,2025-12-10 08:30:32.121256,110.58,ElectroShop,grocery,mobile,192.168.51.185,0
TXN0001876,U00271,2025-12-10 15:32:09.121256,72.51,Walmart,electronics,tablet,192.168.108.40,0
TXN0001877,U00284,2025-12-09 13:33:30.121256,71.4,ElectroShop,entertainment,tablet,192.168.152.152,0
TXN0001878,U00414,2025-11-26 10:06:38.121256,66.8,BigMart,grocery,tablet,192.168.170.137,0
TXN0001879,U00141,2025-11-27 18:44:41.121256,28.25,LocalStore,grocery,mobile,192.168.244.21,0
TXN0001880,U00370,2025-12-14 03:39:32.121256,66.6,Flipkart,electronics,tablet,192.168.126.41,0
TXN0001881,U00190,2025-12-22 01:35:55.121256,93.41,ElectroShop,grocery,desktop,192.168.111.64,0
TXN0001882,U00699,2025-12-19 04:28:24.121256,170.29,BigMart,grocery,tablet,192.168.139.96,0
TXN0001883,U00244,2025-11-27 07:49:15.121256,100.91,Amazon,entertainment,tablet,192.168.198.98,0
TXN0001884,U00300,2025-12-11 03:44:57.121256,119.54,BigMart,entertainment,desktop,192.168.147.137,0
TXN0001885,U00128,2025-12-14 20:14:40.121256,23.96,ElectroShop,entertainment,desktop,192.168.0.58,0
TXN0001886,U00196,2025-12-06 17:20:24.121256,54.53,LocalStore,electronics,tablet,192.168.61.127,0
TXN0001887,U00042,2025-12-05 15:36:51.121256,5.75,ElectroShop,grocery,tablet,192.168.36.202,0
TXN0001888,U00224,2025-12-07 20:51:03.121256,22.66,LocalStore,grocery,tablet,192.168.107.56,0
TXN0001889,U00015,2025-12-14 12:14:33.121256,103.71,Flipkart,electronics,desktop,192.168.73.75,0
TXN0001890,U00127,2025-12-12 08:16:51.121256,394.39,BigMart,utilities,tablet,192.168.140.227,0
TXN0001891,U00651,2025-12-01 12:39:06.121256,13.36,BigMart,fashion,mobile,192.168.124.250,0
TXN0001892,U00281,2025-12-15 16:18:54.121256,41.07,Flipkart,grocery,desktop,192.168.237.81,0
TXN0001893,U00062,2025-12-16 17:07:39.121256,138.78,Amazon,utilities,mobile,192.168.147.72,0
TXN0001894,U00182,2025-12-15 03:09:05.121256,18.26,BigMart,entertainment,mobile,192.168.232.178,0
TXN0001895,U00230,2025-12-16 06:10:14.121256,69.79,ElectroShop,fashion,desktop,192.168.199.138,0
TXN0001896,U00226,2025-12-15 17:06:20.121256,110.66,Walmart,electronics,tablet,192.168.248.196,0
TXN0001897,U00565,2025-12-19 04:29:20.121256,81.57,Walmart,fashion,tablet,192.168.189.130,0
TXN0001898,U00279,2025-12-19 12:23:29.121256,26.66,ElectroShop,utilities,mobile,192.168.32.54,0
TXN0001899,U00290,2025-12-06 16:21:51.121256,40.13,ElectroShop,entertainment,tablet,192.168.93.254,0
TXN0001900,U00004,2025-12-01 16:21:28.121256,122.52,Flipkart,entertainment,desktop,192.168.174.0,0
TXN0001901,U00192,2025-11-29 17:01:13.121256,74.64,ElectroShop,utilities,desktop,192.168.139.102,0
TXN0001902,U00686,2025-12-23 15:31:50.121256,10.42,Walmart,utilities,desktop,192.168.100.125,0
TXN0001903,U00345,2025-12-11 18:26:38.121256,134.5,Amazon,entertainment,desktop,192.168.252.116,0
TXN0001904,U00576,2025-11-25 05:47:31.121256,2.88,Walmart,entertainment,mobile,192.168.118.210,0
TXN0001905,U00210,2025-12-17 02:50:20.121256,129.55,LocalStore,grocery,mobile,192.168.225.69,0
TXN0001906,U00220,2025-12-05 01:11:04.121256,28.1,Walmart,grocery,desktop,192.168.5.209,0
TXN0001907,U00288,2025-12-23 00:26:50.121256,273.75,Amazon,grocery,desktop,192.168.121.60,1
TXN0001908,U00257,2025-12-23 11:44:43.121256,41.7,Walmart,utilities,tablet,192.168.141.85,0
TXN0001909,U00713,2025-11-24 18:03:14.121256,51.67,Amazon,utilities,desktop,192.168.51.45,0
TXN0001910,U00235,2025-12-22 09:21:28.121256,22.9,Walmart,utilities,tablet,192.168.178.182,0
TXN0001911,U00570,2025-12-02 10:03:53.121256,29.18,ElectroShop,grocery,tablet,192.168.10.140,0
TXN0001912,U00161,2025-12-05 19:32:01.121256,167.42,ElectroShop,electronics,mobile,192.168.107.101,0
TXN0001913,U00472,2025-11-27 10:02:19.121256,468.7,Amazon,entertainment,mobile,192.168.16.60,0
TXN0001914,U00742,2025-12-04 08:30:57.121256,46.75,ElectroShop,fashion,tablet,192.168.221.78,0
TXN0001915,U00163,2025-12-17 10:35:00.121256,67.63,Walmart,electronics,desktop,192.168.17.89,0
TXN0001916,U00431,2025-11-29 17:05:17.121256,102.43,Amazon,electronics,mobile,192.168.78.212,0
TXN0001917,U00235,2025-12-02 12:16:20.121256,183.86,ElectroShop,entertainment,tablet,192.168.168.231,0
TXN0001918,U00609,2025-12-20 07:27:38.121256,76.92,BigMart,utilities,mobile,192.168.227.142,0
TXN0001919,U00621,2025-12-04 20:08:51.121256,39.74,Amazon,utilities,desktop,192.168.192.238,0
TXN0001920,U00596,2025-11-30 01:02:15.121256,47.57,Walmart,electronics,tablet,192.168.57.245,0
TXN0001921,U00666,2025-12-22 15:10:07.121256,100.16,Walmart,entertainment,mobile,192.168.118.64,0
TXN0001922,U00052,2025-12-19 02:59:44.121256,0.26,Amazon,entertainment,tablet,192.168.42.173,0
TXN0001923,U00096,2025-12-07 01:10:18.121256,87.32,Flipkart,entertainment,mobile,192.168.91.22,0
TXN0001924,U00211,2025-12-01 05:25:29.121256,40.14,ElectroShop,grocery,tablet,192.168.75.226,1
TXN0001925,U00739,2025-12-20 23:37:49.121256,126.47,ElectroShop,fashion,desktop,192.168.84.141,0
TXN0001926,U00346,2025-11-25 21:33:14.121256,7.81,Walmart,grocery,tablet,192.168.12.15,0
TXN0001927,U00169,2025-12-22 21:12:06.121256,70.98,Walmart,electronics,desktop,192.168.50.224,0
TXN0001928,U00552,2025-12-12 11:31:22.121256,52.46,ElectroShop,entertainment,mobile,192.168.76.180,0
TXN0001929,U00689,2025-11-30 00:48:58.121256,92.25,Flipkart,fashion,mobile,192.168.43.75,0
TXN0001930,U00591,2025-12-20 15:48:33.121256,25.36,Flipkart,utilities,tablet,192.168.39.77,0
TXN0001931,U00782,2025-12-08 11:19:51.121256,69.4,Flipkart,utilities,desktop,192.168.20.222,0
TXN0001932,U00046,2025-12-23 12:46:48.121256,65.95,Walmart,fashion,mobile,192.168.193.176,0
TXN0001933,U00091,2025-12-11 23:47:14.121256,75.8,LocalStore,electronics,desktop,192.168.193.62,0
TXN0001934,U00153,2025-12-07 12:31:57.121256,79.0,Flipkart,fashion,tablet,192.168.25.187,0
TXN0001935,U00175,2025-12-22 10:41:53.121256,110.28,ElectroShop,grocery,tablet,192.168.20.240,0
TXN0001936,U00213,2025-12-06 02:43:21.121256,150.78,LocalStore,entertainment,tablet,192.168.235.181,0
TXN0001937,U00018,2025-12-19 23:16:29.121256,30.16,Amazon,grocery,mobile,192.168.137.24,0
TXN0001938,U00402,2025-12-06 17:11:56.121256,139.46,LocalStore,entertainment,tablet,192.168.2.133,0
TXN0001939,U00265,2025-12-03 01:23:11.121256,75.17,BigMart,electronics,tablet,192.168.99.193,0
TXN0001940,U00193,2025-12-20 02:11:13.121256,6.42,BigMart,fashion,mobile,192.168.79.33,0
TXN0001941,U00410,2025-12-08 18:31:26.121256,9.83,LocalStore,entertainment,tablet,192.168.157.208,0
TXN0001942,U00022,2025-12-06 05:25:58.121256,52.55,ElectroShop,electronics,desktop,192.168.220.109,0
TXN0001943,U00797,2025-12-06 16:04:28.121256,122.93,BigMart,grocery,desktop,192.168.149.199,0
TXN0001944,U00769,2025-12-12 13:59:57.121256,108.39,Walmart,electronics,desktop,192.168.117.188,0
TXN0001945,U00700,2025-12-03 12:28:00.121256,134.33,Amazon,grocery,tablet,192.168.43.240,0
TXN0001946,U00422,2025-12-08 00:37:27.121256,68.26,LocalStore,entertainment,tablet,192.168.11.115,0
TXN0001947,U00378,2025-12-06 03:56:59.121256,51.41,Flipkart,fashion,tablet,192.168.68.238,0
TXN0001948,U00714,2025-11-27 10:20:08.121256,22.76,Walmart,fashion,tablet,192.168.29.149,0
TXN0001949,U00222,2025-12-04 14:04:39.121256,41.82,Amazon,entertainment,desktop,192.168.161.62,0
TXN0001950,U00228,2025-12-01 07:24:35.121256,45.54,Walmart,grocery,tablet,192.168.232.238,0
TXN0001951,U00127,2025-12-20 20:53:39.121256,7.42,LocalStore,electronics,mobile,192.168.46.101,0
TXN0001952,U00138,2025-12-14 02:30:03.121256,29.94,Amazon,grocery,desktop,192.168.17.39,0
TXN0001953,U00769,2025-12-24 03:32:03.121256,92.95,Flipkart,utilities,mobile,192.168.236.208,0
TXN0001954,U00738,2025-12-19 21:42:16.121256,106.44,Walmart,electronics,mobile,192.168.13.15,0
TXN0001955,U00343,2025-12-14 14:11:04.121256,512.44,LocalStore,electronics,tablet,192.168.6.125,0
TXN0001956,U00342,2025-12-17 08:53:09.121256,236.38,Flipkart,fashion,tablet,192.168.61.212,0
TXN0001957,U00636,2025-12-04 19:37:43.121256,102.3,Flipkart,entertainment,desktop,192.168.68.29,0
TXN0001958,U00619,2025-11-27 21:16:02.121256,43.75,LocalStore,entertainment,desktop,192.168.55.149,0
TXN0001959,U00407,2025-12-20 04:00:46.121256,100.89,Flipkart,grocery,tablet,192.168.71.208,0
TXN0001960,U00741,2025-12-02 02:21:22.121256,128.21,LocalStore,entertainment,tablet,192.168.75.37,0
TXN0001961,U00282,2025-12-10 17:10:27.121256,20.08,BigMart,grocery,mobile,192.168.130.18,0
TXN0001962,U00749,2025-12-08 17:07:21.121256,47.2,LocalStore,entertainment,desktop,192.168.21.187,0
TXN0001963,U00797,2025-12-10 19:51:16.121256,151.51,BigMart,utilities,desktop,192.168.222.23,0
TXN0001964,U00099,2025-11-30 02:23:42.121256,43.74,BigMart,grocery,mobile,192.168.98.28,0
TXN0001965,U00209,2025-12-11 23:37:07.121256,87.87,BigMart,entertainment,mobile,192.168.13.197,0
TXN0001966,U00467,2025-11-27 23:19:32.121256,80.89,ElectroShop,electronics,mobile,192.168.89.111,0
TXN0001967,U00349,2025-12-11 17:10:46.121256,16.31,BigMart,entertainment,tablet,192.168.93.223,0
TXN0001968,U00498,2025-12-18 00:01:43.121256,55.98,LocalStore,electronics,tablet,192.168.107.135,0
TXN0001969,U00042,2025-11-30 01:35:53.121256,37.58,Flipkart,entertainment,mobile,192.168.229.99,0
TXN0001970,U00244,2025-12-17 14:15:41.121256,7.12,BigMart,grocery,mobile,192.168.119.191,0
TXN0001971,U00128,2025-11-27 00:51:50.121256,1.96,ElectroShop,fashion,desktop,192.168.9.24,0
TXN0001972,U00579,2025-12-22 15:22:47.121256,142.56,Flipkart,fashion,tablet,192.168.93.8,0
TXN0001973,U00464,2025-12-06 20:01:43.121256,30.51,BigMart,entertainment,tablet,192.168.215.192,0
